run_idx,prompt_version,temperature,pmid,block_id,skipped,skip_reason,candidate_drugs,candidate_genes,candidate_drug_count,candidate_gene_count,num_candidate_pairs,drug,gene,interaction,interaction_type,directionality,evidence,error_message
0,v2,0,9726816,15,false,,Ditiocarb;Prolinedithiocarbamate;Prolinethiuramdisulfide;diethyldithiocarbamate;disulfiram,CDKN1B;NFKB1;SLC12A9;TCEAL1;TP53,5,5,25,Prolinethiuramdisulfide,BCL2,true,downregulation,inhibitory,,
0,v2,0,9726816,15,false,,Ditiocarb;Prolinedithiocarbamate;Prolinethiuramdisulfide;diethyldithiocarbamate;disulfiram,CDKN1B;NFKB1;SLC12A9;TCEAL1;TP53,5,5,25,Prolinethiuramdisulfide,BCL2,true,downregulation,inhibitory,,
0,v2,0,9726816,15,false,,Ditiocarb;Prolinedithiocarbamate;Prolinethiuramdisulfide;diethyldithiocarbamate;disulfiram,CDKN1B;NFKB1;SLC12A9;TCEAL1;TP53,5,5,25,diethyldithiocarbamate,BCL2,false,,,,
0,v2,0,9726816,15,false,,Ditiocarb;Prolinedithiocarbamate;Prolinethiuramdisulfide;diethyldithiocarbamate;disulfiram,CDKN1B;NFKB1;SLC12A9;TCEAL1;TP53,5,5,25,diethyldithiocarbamate,BCL2,false,,,,
0,v2,0,9726816,15,false,,Ditiocarb;Prolinedithiocarbamate;Prolinethiuramdisulfide;diethyldithiocarbamate;disulfiram,CDKN1B;NFKB1;SLC12A9;TCEAL1;TP53,5,5,25,diethyldithiocarbamate,BCL2,false,,,,
0,v2,0,9726816,15,false,,Ditiocarb;Prolinedithiocarbamate;Prolinethiuramdisulfide;diethyldithiocarbamate;disulfiram,CDKN1B;NFKB1;SLC12A9;TCEAL1;TP53,5,5,25,diethyldithiocarbamate,BCL2,false,,,,
0,v2,0,9726816,15,false,,Ditiocarb;Prolinedithiocarbamate;Prolinethiuramdisulfide;diethyldithiocarbamate;disulfiram,CDKN1B;NFKB1;SLC12A9;TCEAL1;TP53,5,5,25,diethyldithiocarbamate,BCL2,false,,,,
0,v2,0,9726816,15,false,,Ditiocarb;Prolinedithiocarbamate;Prolinethiuramdisulfide;diethyldithiocarbamate;disulfiram,CDKN1B;NFKB1;SLC12A9;TCEAL1;TP53,5,5,25,disulfiram,BCL2,true,downregulation,inhibitory,,
0,v2,0,9726816,15,false,,Ditiocarb;Prolinedithiocarbamate;Prolinethiuramdisulfide;diethyldithiocarbamate;disulfiram,CDKN1B;NFKB1;SLC12A9;TCEAL1;TP53,5,5,25,disulfiram,BCL2,true,downregulation,inhibitory,,
0,v2,0,9726816,15,false,,Ditiocarb;Prolinedithiocarbamate;Prolinethiuramdisulfide;diethyldithiocarbamate;disulfiram,CDKN1B;NFKB1;SLC12A9;TCEAL1;TP53,5,5,25,disulfiram,BCL2,true,downregulation,inhibitory,,
0,v2,0,9726816,15,false,,Ditiocarb;Prolinedithiocarbamate;Prolinethiuramdisulfide;diethyldithiocarbamate;disulfiram,CDKN1B;NFKB1;SLC12A9;TCEAL1;TP53,5,5,25,disulfiram,BCL2,true,downregulation,inhibitory,,
0,v2,0,9726816,15,false,,Ditiocarb;Prolinedithiocarbamate;Prolinethiuramdisulfide;diethyldithiocarbamate;disulfiram,CDKN1B;NFKB1;SLC12A9;TCEAL1;TP53,5,5,25,disulfiram,BCL2,true,downregulation,inhibitory,,
0,v2,0,17007374,16,false,,erythromycin,BAX,1,1,1,erythromycin,BCL2,false,,,,"The text reports that erythromycin promoted expression of Bax and apoptosis, but does not report a significant effect on Bcl-2 expression by erythromycin treatment. Only Bax was significantly upregulated by erythromycin; Bcl-2 differences were observed between nasal polyps and inferior turbinates, not attributed to erythromycin treatment."
0,v2,0,9868803,17,true,No normalized drug and gene candidates,Protoporphyrin IX,"",1,0,0,,,,,,,
0,v2,0,22595423,18,true,No normalized drug and gene candidates,DIKETOPIPERAZINE;PROTUBOXEPIN A,"",2,0,0,,,,,,,
0,v2,0,16190549,19,false,,ribavirin,BCL2;IFNA2;TP53,1,3,3,ribavirin,BCL2,true,expression modulation,inhibiting,,
0,v2,0,16190549,19,false,,ribavirin,BCL2;IFNA2;TP53,1,3,3,ribavirin,BCL2,true,expression modulation,inhibiting,,
0,v2,0,16190549,19,false,,ribavirin,BCL2;IFNA2;TP53,1,3,3,ribavirin,BCL2,true,expression modulation,inhibiting,,
0,v2,0,15902734,20,true,No normalized drug and gene candidates,ribavirin,"",1,0,0,,,,,,,
0,v2,0,15158075,21,true,No normalized drug and gene candidates,dehydrated alcohol;vitamin E,"",2,0,0,,,,,,,
0,v2,0,11836847,22,true,No normalized drug and gene candidates,pentoxifylline,"",1,0,0,,,,,,,
0,v2,0,10220568,23,true,No normalized drug and gene candidates,benzene;oxygen,"",2,0,0,,,,,,,
0,v2,0,16634840,24,false,,Cyclic adenosine monophosphate;PD98059;Wortmannin;dimethyl sulfoxide,AKT1;BAX;BCL2;C5;CREB1;EPHB2;PIK3CA,4,7,28,Cyclic adenosine monophosphate,BCL2,false,,,,"The abstract discusses C5a (complement fragment), not cAMP, as the agent modulating BCL2 expression. CREB (cAMP-response element-binding protein) is mentioned as a transcription factor mediating C5a effects, but cAMP itself is not described as directly interacting with BCL2 in this study."
0,v2,0,16634840,24,false,,Cyclic adenosine monophosphate;PD98059;Wortmannin;dimethyl sulfoxide,AKT1;BAX;BCL2;C5;CREB1;EPHB2;PIK3CA,4,7,28,Cyclic adenosine monophosphate,BCL2,false,,,,"The abstract discusses C5a (complement fragment), not cAMP, as the agent modulating BCL2 expression. CREB (cAMP-response element-binding protein) is mentioned as a transcription factor mediating C5a effects, but cAMP itself is not described as directly interacting with BCL2 in this study."
0,v2,0,16634840,24,false,,Cyclic adenosine monophosphate;PD98059;Wortmannin;dimethyl sulfoxide,AKT1;BAX;BCL2;C5;CREB1;EPHB2;PIK3CA,4,7,28,Cyclic adenosine monophosphate,BCL2,false,,,,"The abstract discusses C5a (complement fragment), not cAMP, as the agent modulating BCL2 expression. CREB (cAMP-response element-binding protein) is mentioned as a transcription factor mediating C5a effects, but cAMP itself is not described as directly interacting with BCL2 in this study."
0,v2,0,16634840,24,false,,Cyclic adenosine monophosphate;PD98059;Wortmannin;dimethyl sulfoxide,AKT1;BAX;BCL2;C5;CREB1;EPHB2;PIK3CA,4,7,28,Cyclic adenosine monophosphate,BCL2,false,,,,"The abstract discusses C5a (complement fragment), not cAMP, as the agent modulating BCL2 expression. CREB (cAMP-response element-binding protein) is mentioned as a transcription factor mediating C5a effects, but cAMP itself is not described as directly interacting with BCL2 in this study."
0,v2,0,16634840,24,false,,Cyclic adenosine monophosphate;PD98059;Wortmannin;dimethyl sulfoxide,AKT1;BAX;BCL2;C5;CREB1;EPHB2;PIK3CA,4,7,28,Cyclic adenosine monophosphate,BCL2,false,,,,"The abstract discusses C5a (complement fragment), not cAMP, as the agent modulating BCL2 expression. CREB (cAMP-response element-binding protein) is mentioned as a transcription factor mediating C5a effects, but cAMP itself is not described as directly interacting with BCL2 in this study."
0,v2,0,16634840,24,false,,Cyclic adenosine monophosphate;PD98059;Wortmannin;dimethyl sulfoxide,AKT1;BAX;BCL2;C5;CREB1;EPHB2;PIK3CA,4,7,28,Cyclic adenosine monophosphate,BCL2,false,,,,"The abstract discusses C5a (complement fragment), not cAMP, as the agent modulating BCL2 expression. CREB (cAMP-response element-binding protein) is mentioned as a transcription factor mediating C5a effects, but cAMP itself is not described as directly interacting with BCL2 in this study."
0,v2,0,16634840,24,false,,Cyclic adenosine monophosphate;PD98059;Wortmannin;dimethyl sulfoxide,AKT1;BAX;BCL2;C5;CREB1;EPHB2;PIK3CA,4,7,28,Cyclic adenosine monophosphate,BCL2,false,,,,"The abstract discusses C5a (complement fragment), not cAMP, as the agent modulating BCL2 expression. CREB (cAMP-response element-binding protein) is mentioned as a transcription factor mediating C5a effects, but cAMP itself is not described as directly interacting with BCL2 in this study."
0,v2,0,16634840,24,false,,Cyclic adenosine monophosphate;PD98059;Wortmannin;dimethyl sulfoxide,AKT1;BAX;BCL2;C5;CREB1;EPHB2;PIK3CA,4,7,28,PD98059,BCL2,true,inhibition of expression,inhibiting,,
0,v2,0,16634840,24,false,,Cyclic adenosine monophosphate;PD98059;Wortmannin;dimethyl sulfoxide,AKT1;BAX;BCL2;C5;CREB1;EPHB2;PIK3CA,4,7,28,PD98059,BCL2,true,inhibition of expression,inhibiting,,
0,v2,0,16634840,24,false,,Cyclic adenosine monophosphate;PD98059;Wortmannin;dimethyl sulfoxide,AKT1;BAX;BCL2;C5;CREB1;EPHB2;PIK3CA,4,7,28,PD98059,BCL2,true,inhibition of expression,inhibiting,,
0,v2,0,16634840,24,false,,Cyclic adenosine monophosphate;PD98059;Wortmannin;dimethyl sulfoxide,AKT1;BAX;BCL2;C5;CREB1;EPHB2;PIK3CA,4,7,28,PD98059,BCL2,true,inhibition of expression,inhibiting,,
0,v2,0,16634840,24,false,,Cyclic adenosine monophosphate;PD98059;Wortmannin;dimethyl sulfoxide,AKT1;BAX;BCL2;C5;CREB1;EPHB2;PIK3CA,4,7,28,PD98059,BCL2,true,inhibition of expression,inhibiting,,
0,v2,0,16634840,24,false,,Cyclic adenosine monophosphate;PD98059;Wortmannin;dimethyl sulfoxide,AKT1;BAX;BCL2;C5;CREB1;EPHB2;PIK3CA,4,7,28,PD98059,BCL2,true,inhibition of expression,inhibiting,,
0,v2,0,16634840,24,false,,Cyclic adenosine monophosphate;PD98059;Wortmannin;dimethyl sulfoxide,AKT1;BAX;BCL2;C5;CREB1;EPHB2;PIK3CA,4,7,28,PD98059,BCL2,true,inhibition of expression,inhibiting,,
0,v2,0,16634840,24,false,,Cyclic adenosine monophosphate;PD98059;Wortmannin;dimethyl sulfoxide,AKT1;BAX;BCL2;C5;CREB1;EPHB2;PIK3CA,4,7,28,Wortmannin,BCL2,true,inhibitor,inhibitory,,
0,v2,0,16634840,24,false,,Cyclic adenosine monophosphate;PD98059;Wortmannin;dimethyl sulfoxide,AKT1;BAX;BCL2;C5;CREB1;EPHB2;PIK3CA,4,7,28,Wortmannin,BCL2,true,inhibitor,inhibitory,,
0,v2,0,16634840,24,false,,Cyclic adenosine monophosphate;PD98059;Wortmannin;dimethyl sulfoxide,AKT1;BAX;BCL2;C5;CREB1;EPHB2;PIK3CA,4,7,28,Wortmannin,BCL2,true,inhibitor,inhibitory,,
0,v2,0,16634840,24,false,,Cyclic adenosine monophosphate;PD98059;Wortmannin;dimethyl sulfoxide,AKT1;BAX;BCL2;C5;CREB1;EPHB2;PIK3CA,4,7,28,Wortmannin,BCL2,true,inhibitor,inhibitory,,
0,v2,0,16634840,24,false,,Cyclic adenosine monophosphate;PD98059;Wortmannin;dimethyl sulfoxide,AKT1;BAX;BCL2;C5;CREB1;EPHB2;PIK3CA,4,7,28,Wortmannin,BCL2,true,inhibitor,inhibitory,,
0,v2,0,16634840,24,false,,Cyclic adenosine monophosphate;PD98059;Wortmannin;dimethyl sulfoxide,AKT1;BAX;BCL2;C5;CREB1;EPHB2;PIK3CA,4,7,28,Wortmannin,BCL2,true,inhibitor,inhibitory,,
0,v2,0,16634840,24,false,,Cyclic adenosine monophosphate;PD98059;Wortmannin;dimethyl sulfoxide,AKT1;BAX;BCL2;C5;CREB1;EPHB2;PIK3CA,4,7,28,Wortmannin,BCL2,true,inhibitor,inhibitory,,
0,v2,0,16634840,24,false,,Cyclic adenosine monophosphate;PD98059;Wortmannin;dimethyl sulfoxide,AKT1;BAX;BCL2;C5;CREB1;EPHB2;PIK3CA,4,7,28,dimethyl sulfoxide,BCL2,false,,,,"DMSO is used as a differentiation agent for HL-60 cells, not as a modulator of BCL2. The BCL2 interaction described is with C5a, not DMSO."
0,v2,0,16634840,24,false,,Cyclic adenosine monophosphate;PD98059;Wortmannin;dimethyl sulfoxide,AKT1;BAX;BCL2;C5;CREB1;EPHB2;PIK3CA,4,7,28,dimethyl sulfoxide,BCL2,false,,,,"DMSO is used as a differentiation agent for HL-60 cells, not as a modulator of BCL2. The BCL2 interaction described is with C5a, not DMSO."
0,v2,0,16634840,24,false,,Cyclic adenosine monophosphate;PD98059;Wortmannin;dimethyl sulfoxide,AKT1;BAX;BCL2;C5;CREB1;EPHB2;PIK3CA,4,7,28,dimethyl sulfoxide,BCL2,false,,,,"DMSO is used as a differentiation agent for HL-60 cells, not as a modulator of BCL2. The BCL2 interaction described is with C5a, not DMSO."
0,v2,0,16634840,24,false,,Cyclic adenosine monophosphate;PD98059;Wortmannin;dimethyl sulfoxide,AKT1;BAX;BCL2;C5;CREB1;EPHB2;PIK3CA,4,7,28,dimethyl sulfoxide,BCL2,false,,,,"DMSO is used as a differentiation agent for HL-60 cells, not as a modulator of BCL2. The BCL2 interaction described is with C5a, not DMSO."
0,v2,0,16634840,24,false,,Cyclic adenosine monophosphate;PD98059;Wortmannin;dimethyl sulfoxide,AKT1;BAX;BCL2;C5;CREB1;EPHB2;PIK3CA,4,7,28,dimethyl sulfoxide,BCL2,false,,,,"DMSO is used as a differentiation agent for HL-60 cells, not as a modulator of BCL2. The BCL2 interaction described is with C5a, not DMSO."
0,v2,0,16634840,24,false,,Cyclic adenosine monophosphate;PD98059;Wortmannin;dimethyl sulfoxide,AKT1;BAX;BCL2;C5;CREB1;EPHB2;PIK3CA,4,7,28,dimethyl sulfoxide,BCL2,false,,,,"DMSO is used as a differentiation agent for HL-60 cells, not as a modulator of BCL2. The BCL2 interaction described is with C5a, not DMSO."
0,v2,0,16634840,24,false,,Cyclic adenosine monophosphate;PD98059;Wortmannin;dimethyl sulfoxide,AKT1;BAX;BCL2;C5;CREB1;EPHB2;PIK3CA,4,7,28,dimethyl sulfoxide,BCL2,false,,,,"DMSO is used as a differentiation agent for HL-60 cells, not as a modulator of BCL2. The BCL2 interaction described is with C5a, not DMSO."
0,v2,0,12154028,25,true,No normalized drug and gene candidates,Cilengitide;DOTA,"",2,0,0,,,,,,,
0,v2,0,15763593,26,true,No normalized drug and gene candidates,"","",0,0,0,,,,,,,
0,v2,0,9842975,27,false,,Camptothecin;carmustine;cytarabine;doxorubicin hydrochloride;teniposide;vincristine,BAX;RB1;TCEAL1;TP53,6,4,24,Camptothecin,BCL2,false,,,"Neither wild-type p53 status, nor p53 protein accumulation, nor p21 or MDM-2 levels, nor differential expression of BCL-2 family proteins predicted drug sensitivity",
0,v2,0,9842975,27,false,,Camptothecin;carmustine;cytarabine;doxorubicin hydrochloride;teniposide;vincristine,BAX;RB1;TCEAL1;TP53,6,4,24,Camptothecin,BCL2,false,,,"Neither wild-type p53 status, nor p53 protein accumulation, nor p21 or MDM-2 levels, nor differential expression of BCL-2 family proteins predicted drug sensitivity",
0,v2,0,9842975,27,false,,Camptothecin;carmustine;cytarabine;doxorubicin hydrochloride;teniposide;vincristine,BAX;RB1;TCEAL1;TP53,6,4,24,Camptothecin,BCL2,false,,,"Neither wild-type p53 status, nor p53 protein accumulation, nor p21 or MDM-2 levels, nor differential expression of BCL-2 family proteins predicted drug sensitivity",
0,v2,0,9842975,27,false,,Camptothecin;carmustine;cytarabine;doxorubicin hydrochloride;teniposide;vincristine,BAX;RB1;TCEAL1;TP53,6,4,24,Camptothecin,BCL2,false,,,"Neither wild-type p53 status, nor p53 protein accumulation, nor p21 or MDM-2 levels, nor differential expression of BCL-2 family proteins predicted drug sensitivity",
0,v2,0,9842975,27,false,,Camptothecin;carmustine;cytarabine;doxorubicin hydrochloride;teniposide;vincristine,BAX;RB1;TCEAL1;TP53,6,4,24,carmustine,BCL2,false,,,,
0,v2,0,9842975,27,false,,Camptothecin;carmustine;cytarabine;doxorubicin hydrochloride;teniposide;vincristine,BAX;RB1;TCEAL1;TP53,6,4,24,carmustine,BCL2,false,,,,
0,v2,0,9842975,27,false,,Camptothecin;carmustine;cytarabine;doxorubicin hydrochloride;teniposide;vincristine,BAX;RB1;TCEAL1;TP53,6,4,24,carmustine,BCL2,false,,,,
0,v2,0,9842975,27,false,,Camptothecin;carmustine;cytarabine;doxorubicin hydrochloride;teniposide;vincristine,BAX;RB1;TCEAL1;TP53,6,4,24,carmustine,BCL2,false,,,,
0,v2,0,9842975,27,false,,Camptothecin;carmustine;cytarabine;doxorubicin hydrochloride;teniposide;vincristine,BAX;RB1;TCEAL1;TP53,6,4,24,cytarabine,BCL2,false,,,,
0,v2,0,9842975,27,false,,Camptothecin;carmustine;cytarabine;doxorubicin hydrochloride;teniposide;vincristine,BAX;RB1;TCEAL1;TP53,6,4,24,cytarabine,BCL2,false,,,,
0,v2,0,9842975,27,false,,Camptothecin;carmustine;cytarabine;doxorubicin hydrochloride;teniposide;vincristine,BAX;RB1;TCEAL1;TP53,6,4,24,cytarabine,BCL2,false,,,,
0,v2,0,9842975,27,false,,Camptothecin;carmustine;cytarabine;doxorubicin hydrochloride;teniposide;vincristine,BAX;RB1;TCEAL1;TP53,6,4,24,cytarabine,BCL2,false,,,,
0,v2,0,9842975,27,false,,Camptothecin;carmustine;cytarabine;doxorubicin hydrochloride;teniposide;vincristine,BAX;RB1;TCEAL1;TP53,6,4,24,doxorubicin hydrochloride,BCL2,false,,,,
0,v2,0,9842975,27,false,,Camptothecin;carmustine;cytarabine;doxorubicin hydrochloride;teniposide;vincristine,BAX;RB1;TCEAL1;TP53,6,4,24,doxorubicin hydrochloride,BCL2,false,,,,
0,v2,0,9842975,27,false,,Camptothecin;carmustine;cytarabine;doxorubicin hydrochloride;teniposide;vincristine,BAX;RB1;TCEAL1;TP53,6,4,24,doxorubicin hydrochloride,BCL2,false,,,,
0,v2,0,9842975,27,false,,Camptothecin;carmustine;cytarabine;doxorubicin hydrochloride;teniposide;vincristine,BAX;RB1;TCEAL1;TP53,6,4,24,doxorubicin hydrochloride,BCL2,false,,,,
0,v2,0,9842975,27,false,,Camptothecin;carmustine;cytarabine;doxorubicin hydrochloride;teniposide;vincristine,BAX;RB1;TCEAL1;TP53,6,4,24,teniposide,BCL2,false,,,,
0,v2,0,9842975,27,false,,Camptothecin;carmustine;cytarabine;doxorubicin hydrochloride;teniposide;vincristine,BAX;RB1;TCEAL1;TP53,6,4,24,teniposide,BCL2,false,,,,
0,v2,0,9842975,27,false,,Camptothecin;carmustine;cytarabine;doxorubicin hydrochloride;teniposide;vincristine,BAX;RB1;TCEAL1;TP53,6,4,24,teniposide,BCL2,false,,,,
0,v2,0,9842975,27,false,,Camptothecin;carmustine;cytarabine;doxorubicin hydrochloride;teniposide;vincristine,BAX;RB1;TCEAL1;TP53,6,4,24,teniposide,BCL2,false,,,,
0,v2,0,9842975,27,false,,Camptothecin;carmustine;cytarabine;doxorubicin hydrochloride;teniposide;vincristine,BAX;RB1;TCEAL1;TP53,6,4,24,vincristine,BCL2,false,,,,
0,v2,0,9842975,27,false,,Camptothecin;carmustine;cytarabine;doxorubicin hydrochloride;teniposide;vincristine,BAX;RB1;TCEAL1;TP53,6,4,24,vincristine,BCL2,false,,,,
0,v2,0,9842975,27,false,,Camptothecin;carmustine;cytarabine;doxorubicin hydrochloride;teniposide;vincristine,BAX;RB1;TCEAL1;TP53,6,4,24,vincristine,BCL2,false,,,,
0,v2,0,9842975,27,false,,Camptothecin;carmustine;cytarabine;doxorubicin hydrochloride;teniposide;vincristine,BAX;RB1;TCEAL1;TP53,6,4,24,vincristine,BCL2,false,,,,
0,v2,0,15545218,28,false,,diethylstilbestrol,BAD;BAX;E2F1;FASLG;GADD45A;MDM2;RB1;TCEAL1;TNFRSF10B;TNFSF10;TP53,1,11,11,diethylstilbestrol,BCL2,true,expression modulation,activating,,
0,v2,0,15545218,28,false,,diethylstilbestrol,BAD;BAX;E2F1;FASLG;GADD45A;MDM2;RB1;TCEAL1;TNFRSF10B;TNFSF10;TP53,1,11,11,diethylstilbestrol,BCL2,true,expression modulation,activating,,
0,v2,0,15545218,28,false,,diethylstilbestrol,BAD;BAX;E2F1;FASLG;GADD45A;MDM2;RB1;TCEAL1;TNFRSF10B;TNFSF10;TP53,1,11,11,diethylstilbestrol,BCL2,true,expression modulation,activating,,
